Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
NSU,Nevsun Resources Ltd,3.46,$690.8M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu
GBR,"New Concept Energy, Inc",1.37,$2.67M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,48.04,$184.8M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen
NGD,NEW GOLD INC.,4.36,$2.22B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd
PAL,"North American Palladium, Ltd.",0.162,$62.62M,2000,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pal
NAK,"Northern Dynasty Minerals, Ltd.",0.44,$41.8M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",6.28,$382.91M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",0.635,$32.78M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby
NCQ,NovaCopper Inc.,0.52,$31.53M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ncq
NG,Novagold Resources Inc.,3.73,$1.19B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",0.4452,$41.09M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn
NVX,Nuveen California Dividend Advantage Municipal Fund 2,15.01,$221.54M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nvx
NZH,Nuveen California Dividend Advantage Municipal Fund 3,14.1,$340.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzh
NCB,Nuveen California Municipal Value Fund 2,17.56,$57.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncb
CFD,Nuveen Diversified Commodity Fund,12,$109.88M,2010,n/a,n/a,http://www.nasdaq.com/symbol/cfd
NXZ,Nuveen Dividend Advantage Municipal Fund 2,14.73,$434.22M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxz
NZF,Nuveen Dividend Advantage Municipal Fund 3,14.52,$527.51M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf
NVG,Nuveen Dividend Advantage Municipal Income Fund,14.76,$393.56M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg
CTF,Nuveen Long/Short Commodity Total Return Fund,16.72,$279.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ctf
NOM,Nuveen Missouri Premium Income Municipal Fund,15.41,$35.91M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom
NMZ,Nuveen Municipal High Income Opportunity Fund,14.08,$705.02M,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz
NJV,Nuveen New Jersey Municipal Value Fund,15.11,$23.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv
NXK,Nuveen New York Dividend Advantage Municipal Fund 2,13.77,$89.27M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxk
NYV,Nuveen New York Municipal Value Fund 2,15.38,$36.14M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv
NPN,Nuveen Pennsylvania Municipal Value Fund,15.69,$19.13M,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn
JRS,Nuveen Real Estate Fund,11.96,$345.55M,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs
OGEN,"Oragenics, Inc.",0.79,$28.58M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen
TIS,Orchids Paper Products Company,27.27,$238.83M,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis
ONVO,"Organovo Holdings, Inc.",6.43,$517.64M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
ONP,"Orient Paper, Inc.",0.99,$20.11M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp
OESX,"Orion Energy Systems, Inc.",4.53,$99.08M,2007,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/oesx
OSGB,"Overseas Shipholding Group, Inc.",5.1,$155.79M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osgb
ORM,"Owens Realty Mortgage, Inc.",13.65,$146.98M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm
PHF,"Pacholder High Yield Fund, Inc.",7.4,$96.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf
PBM,Pacific Booker Minerals Inc,4.47,$55.27M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pbm
PCG^A,Pacific Gas & Electric Co.,31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,28.555,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,24.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,22.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,22.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",0.7093,$28.01M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
PARR,Par Petroleum Corporation,18.31,$673.82M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/parr
PZG,Paramount Gold and Silver Corp.,1.26,$204.15M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg
PRK,Park National Corporation,80.41,$1.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
PED,Pedevco Corp.,0.618,$20.47M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped
PFNX,Pfenex Inc.,6.86,$139.79M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx
PIP,"PharmAthene, Inc",1.65,$104.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip
HNW,Pioneer Diversified High Income Trust,17.17,$143.07M,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw
PLG,Platinum Group Metals Ltd.,0.4601,$352.49M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg
PLM,Polymet Mining Corp.,1.05,$289.6M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm
PW,Power REIT,9.578,$16.59M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw
PW^A,Power REIT,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a
APTS,"Preferred Apartment Communities, Inc.",10.11,$200.84M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts
PLX,"Protalix BioTherapeutics, Inc.",2,$187.35M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
PVCT,"Provectus Biopharmaceuticals, Inc.",0.84,$151.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pvct
QRM,Quest Rare Minerals Ltd,0.08,$6.31M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/qrm
RLGT,"Radiant Logistics, Inc.",4.81,$166.7M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt
RLGT^A,"Radiant Logistics, Inc.",27.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a
REE,Rare Element Resources Ltd.,0.2527,$12.06M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ree
UTG,Reaves Utility Income Fund,33.05,$958.92M,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
REED,"Reeds, Inc.",5.36,$70.01M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed
RWC,RELM Wireless Corporation,5.3894,$73.65M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
RCG,"RENN Fund, Inc.",1.26,$5.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg
RVP,"Retractable Technologies, Inc.",4.21,$115.69M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
RVM,"Revett Mining Company, Inc.",0.385,$15.05M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rvm
RNN,"Rexahn Pharmaceuticals, Inc.",0.73,$130.12M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
RIC,"Richmont Mines, Inc.",3.52,$169.93M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
REI,"Ring Energy, Inc.",9.12,$234.65M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund.,22.39,$171.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif
RBY,Rubicon Minerals Corp,1.13,$418.71M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rby
SGA,"Saga Communications, Inc.",40.67,$236.25M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga
SSN,Samson Oil & Gas Limited,0.1605,$22.77M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn
SPP,Sanchez Production Partners LLC,1.32,$38.01M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/spp
SAND          ,Sandstorm Gold Ltd,4.04,$474.61M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand          
SARA,Saratoga Resources Inc,0.1516,$4.7M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sara
SEB,Seaboard Corporation,3824.99,$4.48B,1996,n/a,n/a,http://www.nasdaq.com/symbol/seb
SVT,"Servotronics, Inc.",6.45,$15.85M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
SIF,"SIFCO Industries, Inc.",28.99,$156.93M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
SVBL,"Silver Bull Resources, Inc.",0.1351,$21.49M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svbl
SVLC,"SilverCrest Mines, Inc.",1.33,$157.94M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svlc
SKY,Skyline Corporation,3.75,$31.47M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky
SLI,"SL Industries, Inc.",42.75,$177.16M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sli
XPL,Solitario Exploration & Royalty Corp,0.83,$32.58M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl
SCE^B,Southern California Edison Company,21.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,22.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,23.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,25.1899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e
SGB,Southwest Georgia Financial Corporation,14.1305,$36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
LOV,"Spark Networks, Inc.",3.5493,$86.36M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
STRP,Straight Path Communications Inc.,19.18,$229.21M,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp
SSY,"SunLink Health Systems, Inc.",1.4,$13.22M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
SDPI,"Superior Drilling Products, Inc.",3.52,$60.87M,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi
STS,"Supreme Industries, Inc.",7.71,$127.52M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts
SYRG,Synergy Resources Corporation,12.23,$1.04B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg
SYN,"Synthetic Biologics, Inc",1.69,$122.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
TRX,Tanzanian Royalty Exploration Corporation,0.61,$62.06M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,0.75,$166.36M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb
TAS,Tasman Metals Ltd,0.36,$23.81M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tas
TRC/WS,Tejon Ranch Co,1.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/trc/ws
TIK,Tel-Instrument Electronics Corp.,5.11,$16.61M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik
TGC,"Tengasco, Inc.",0.258,$15.7M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,19.15,$78.73M,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,50.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a
TXMD,"TherapeuticsMD, Inc.",4.06,$633.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd
TPI,"Tianyin Pharmaceutical Co., Inc.",0.5,$14.72M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpi
IDI,"Tiger Media, Inc.",1.15,$41.87M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/idi
TLR,Timberline Resources Corporation,0.65,$6.44M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tlr
TGD,Timmons Gold Corp,1.1,$197.87M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd
TOF,Tofutti Brands Inc.,5.3,$27.31M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof
TMP,Tompkins Financial Corporation,51.27,$756.9M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,4.26,$173.42M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat
TRXC,"TransEnterix, Inc.",2.97,$187.6M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc
TPLM,Triangle Petroleum Corporation,5.25,$402.21M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm
TRT,Trio-Tech International,2.94,$10.33M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
HTM,U.S. Geothermal Inc.,0.4801,$51.38M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm
UAMY,United States Antimony Corporation,0.4997,$32.99M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy
UUU,"Universal Security Instruments, Inc.",6.18,$14.29M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu
UQM,UQM TECHNOLOGIES INC,0.9501,$38.47M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm
URG,Ur Energy Inc,0.7602,$98.28M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg
URZ,Uranerz Energy Corporation,1.1,$105.48M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urz
UEC,Uranium Energy Corp.,1.27,$116.51M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec
VTG,Vantage Drilling Company,0.39,$120.04M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vtg
VSR,"Versar, Inc.",3.0516,$29.78M,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr
VII,"Vicon Industries, Inc.",1.5497,$14.18M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii
VHC,VirnetX Holding Corp,5.44,$282.86M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,0.39,$32.13M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz
VISI,"Volt Information Sciences, Inc.",12.54,$262.56M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi
EAD,Wells Fargo Advantage Income Opportunities Fund,8.7,$617.55M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead
ERC,Wells Fargo Advantage Multi-Sector Income Fund,13.61,$572.37M,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc
ERH,Wells Fargo Advantage Utilities and High Income Fund,13.39,$123.61M,2004,n/a,n/a,http://www.nasdaq.com/symbol/erh
SBI,Western Asset Intermediate Muni Fund Inc,9.96,$140.21M,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi
WRN,Western Copper and Gold Corporation,0.45,$42.39M,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,1.43,$116.58M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
WTT,"Wireless Telecom Group,  Inc.",3.16,$61.43M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt
YUMA,"Yuma Energy, Inc.",1.66,$114.32M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/yuma
YUMA^A,"Yuma Energy, Inc.",17.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/yuma^a
ZBB,ZBB Energy Corporation,0.63,$24.6M,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/zbb
